question_id,category,mode,oom,exact_match,numeric_preservation,gold_recall,suffix_error,contradiction_accuracy,multi_fact_recall,kept_blocks,token_reduction_pct,selector_latency_ms,ttft_ms
Q0348,D,hybrid,False,True,True,True,False,True,True,4,92.0,16.36539999890374,152.71289999509463
Q0339,D,old_predictor,False,False,False,True,False,False,True,13,74.0,23.03099999699043,458.39970000088215
Q0339,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.7967999962857,214.2325999957393
Q0339,D,hybrid,False,True,True,True,False,True,True,4,92.0,11.663199999020435,194.31359999725828
Q0389,D,old_predictor,False,False,False,True,False,False,True,14,72.0,23.55589999933727,371.3932999962708
Q0389,D,new_predictor,False,True,True,True,False,True,True,4,92.0,28.855100004875567,158.98839999863412
Q0389,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.021199996524956,174.5230000014999
Q0310,D,old_predictor,False,False,False,True,False,False,True,13,74.0,24.136399995768443,368.18339999445016
Q0310,D,new_predictor,False,True,True,True,False,True,True,4,92.0,25.61539999442175,174.64730000210693
Q0310,D,hybrid,False,True,True,True,False,True,True,4,92.0,13.925100000051316,180.28720000438625
Q0332,D,old_predictor,False,False,False,True,False,False,True,13,74.0,24.09310000075493,463.4158999979263
Q0332,D,new_predictor,False,True,True,True,False,True,True,4,92.0,23.53399999992689,196.65279999753693
Q0332,D,hybrid,False,True,True,True,False,True,True,4,92.0,11.39580000017304,211.91199999884702
Q0337,D,old_predictor,False,False,False,True,False,False,True,15,70.0,21.84349999879487,538.4983999974793
Q0337,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.357499998179264,201.64939999813214
Q0337,D,hybrid,False,False,True,True,False,False,True,4,92.0,12.31520000146702,159.73099999973783
Q0323,D,old_predictor,False,False,False,True,False,False,True,14,72.0,23.434499998984393,525.0211999955354
Q0323,D,new_predictor,False,True,True,True,False,True,True,4,92.0,25.137299999187235,186.83920000330545
Q0323,D,hybrid,False,False,False,True,False,False,True,4,92.0,13.200499997765291,186.33170000248356
Q0333,D,old_predictor,False,False,False,True,False,False,True,14,72.0,26.560400001471862,491.60739999933867
Q0333,D,new_predictor,False,True,True,True,False,True,True,4,92.0,28.07100000063656,164.23289999511326
Q0333,D,hybrid,False,True,True,True,False,True,True,4,92.0,16.097200001240708,130.09550000424497
Q0314,D,old_predictor,False,False,False,True,False,False,True,14,72.0,22.163200002978556,465.38929999951506
Q0314,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.986500000115484,195.69829999818467
Q0314,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.025199997879099,186.4921999949729
Q0338,D,old_predictor,False,False,False,True,False,False,True,15,70.0,24.205900001106784,501.03910000325413
Q0338,D,new_predictor,False,True,True,True,False,True,True,4,92.0,24.316499999258667,193.33170000027167
Q0338,D,hybrid,False,True,True,True,False,True,True,4,92.0,13.778399996226653,153.70710000570398
Q0318,D,old_predictor,False,False,False,True,False,False,True,14,72.0,25.880599998345133,375.1216000018758
Q0318,D,new_predictor,False,True,True,True,False,True,True,4,92.0,24.491899996064603,206.1524000018835
Q0318,D,hybrid,False,True,True,True,False,True,True,4,92.0,17.104200000176206,148.56480000162264
Q0367,D,old_predictor,False,False,False,True,False,False,True,14,72.0,26.94609999889508,426.36530000163475
Q0367,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.33669999986887,164.03609999542823
Q0367,D,hybrid,False,True,True,True,False,True,True,4,92.0,13.788800002657808,150.5946999968728
Q0387,D,old_predictor,False,False,False,True,False,False,True,14,72.0,22.592199995415285,529.6794999958365
Q0387,D,new_predictor,False,True,True,True,False,True,True,4,92.0,21.691400004783645,177.04550000053132
Q0387,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.636599996767472,192.15149999945424
Q0373,D,old_predictor,False,False,False,True,False,False,True,14,72.0,28.171000005386304,465.8160000035423
Q0373,D,new_predictor,False,False,True,True,False,False,True,4,92.0,28.043300000717863,180.62810000265017
Q0373,D,hybrid,False,True,True,True,False,True,True,4,92.0,16.957100000581704,167.03350000170758
Q0368,D,old_predictor,False,False,False,True,False,False,True,14,72.0,23.18599999853177,462.38720000110334
Q0368,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.018399999069516,168.66370000207098
Q0368,D,hybrid,False,True,True,True,False,True,True,4,92.0,13.032699993345886,186.9111999985762
Q0374,D,old_predictor,False,False,False,True,False,False,True,13,74.0,24.329699997906573,416.5601999993669
Q0374,D,new_predictor,False,False,True,True,False,False,True,4,92.0,24.258699995698407,134.21050000033574
Q0374,D,hybrid,False,True,True,True,False,True,True,4,92.0,15.866599998844322,205.81920000404352
Q0351,D,old_predictor,False,False,False,True,False,False,True,15,70.0,25.033199999597855,307.4583000052371
Q0351,D,new_predictor,False,True,True,True,False,True,True,4,92.0,25.039600004674867,137.73879999644123
Q0351,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.563500000804197,160.5651999998372
Q0313,D,old_predictor,False,False,False,True,False,False,True,13,74.0,23.694400006206706,415.5237000013585
Q0313,D,new_predictor,False,True,True,True,False,True,True,4,92.0,21.62749999843072,186.3803000014741
Q0313,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.181999998982064,158.94220000336645
Q0305,D,old_predictor,False,False,False,True,False,False,True,15,70.0,23.040499996568542,422.28619999514194
Q0305,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.364299999026116,187.32750000344822
Q0305,D,hybrid,False,False,True,True,False,False,True,4,92.0,11.747399999876507,171.91789999924367
Q0382,D,old_predictor,False,False,False,True,False,False,True,15,70.0,28.719000001729,624.4550000046729
Q0382,D,new_predictor,False,True,True,True,False,True,True,4,92.0,23.95999999862397,172.23360000207322
Q0382,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.36190000094939,165.71839999960503
Q0376,D,old_predictor,False,False,False,True,False,False,True,14,72.0,22.001199999067467,459.9397999991197
Q0376,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.06849999492988,173.2964000038919
Q0376,D,hybrid,False,True,True,True,False,True,True,4,92.0,16.329600002791267,182.78260000079172
Q0391,D,old_predictor,False,False,False,True,False,False,True,14,72.0,22.60460000252351,339.8696000003838
Q0391,D,new_predictor,False,False,True,True,False,False,True,4,92.0,26.182600005995482,176.02379999880213
Q0391,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.22579999739537,174.90859999816166
Q0385,D,old_predictor,False,False,False,True,False,False,True,13,74.0,22.873100002470892,461.07520000077784
Q0385,D,new_predictor,False,False,True,True,False,False,True,4,92.0,22.56630000192672,177.77429999841843
Q0385,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.09119999880204,173.24489999737125
Q0358,D,old_predictor,False,False,False,True,False,False,True,14,72.0,23.41990000422811,472.4130000031437
Q0358,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.950799997488502,188.01689999963855
Q0358,D,hybrid,False,True,True,True,False,True,True,4,92.0,17.091800000343937,190.4759000026388
Q0336,D,old_predictor,False,False,False,True,False,False,True,13,74.0,22.898100003658328,384.0381999980309
Q0336,D,new_predictor,False,False,True,True,False,False,True,4,92.0,22.168700001202524,213.31959999952232
Q0336,D,hybrid,False,False,True,True,False,False,True,4,92.0,12.51369999954477,194.58570000278996
Q0320,D,old_predictor,False,False,False,True,False,False,True,12,76.0,24.39530000265222,380.5655000032857
Q0320,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.775499994168058,189.85780000366503
Q0320,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.090300006500911,111.73340000095777
