question_id,category,mode,expected,answer,exact_match,numeric_preservation,active_truth,gold_recall,input_tokens,kept_blocks,ttft_ms
Q0102,B,visibility,06 September 2027,The active delivery date for Project CHRONOS-102 is 06 September 2027.,true,true,true,true,1825,16,1473.08
Q0102,B,random,06 September 2027,"Based on the provided context, there is no specific information about the active delivery date for Project CHRONOS-102. The context does not mention any project or deliverable named ""Chronos-102."" Therefore, without additional information or context about this specific project or deliverable, I cannot provide an",false,false,false,false,1921,16,3420.79
Q0102,B,bm25,06 September 2027,"According to the context, the active delivery date for Project CHRONOS-102 is stated as ""06 September 2027"".",true,true,true,true,1822,16,1831.65
Q0103,B,full,23 December 2027,"According to the information provided, the active delivery date for Project DAWN-103 is 23 December 2027.",false,true,false,true,6453,50,3883.57
Q0103,B,visibility,23 December 2027,"According to the context, Project DAWN-103 has an ""Active Delivery Date"" of 23 December 2027. This information is explicitly stated in DOC_0003.",false,true,false,true,1828,16,2918.80
Q0103,B,random,23 December 2027,The active delivery date for Project DAWN-103 is 23 December 2027.,true,true,true,true,1850,16,1585.39
Q0103,B,bm25,23 December 2027,"According to the context, the active delivery date for Project DAWN-103 is 23 December 2027.",true,true,true,true,1827,16,1857.56
Q0104,B,full,01 May 2027,"According to the provided context, Project ECLIPSE-104 has an ""Active Delivery Date"" of ""01 May 2027"". This indicates that the project is currently being developed or implemented as of this particular date.",false,true,false,true,6455,50,5262.82
Q0104,B,visibility,01 May 2027,"According to the context, Project ECLIPSE-104 has an active delivery date of 01 May 2027.",false,true,false,true,1832,16,2019.68
Q0104,B,random,01 May 2027,The active delivery date for Project ECLIPSE-104 is 01 May 2027.,true,true,true,true,1841,16,1613.19
Q0104,B,bm25,01 May 2027,"According to the context, the active delivery date for Project ECLIPSE-104 is 01 May 2027.",false,true,false,true,1822,16,1912.46
Q0105,B,full,27 November 2027,"According to the information provided, Project FALCON-105 has an active delivery date of 27 November 2027.",false,true,false,true,6454,50,4013.09
Q0105,B,visibility,27 November 2027,"According to the context, the active delivery date for Project FALCON-105 was 27 November 2027.",true,true,true,true,1826,16,1996.82
Q0105,B,random,27 November 2027,"To determine the active delivery date for Project FALCON-105, I'll follow these steps:

1. Identify the relevant section of the given text.
2. Locate the information about the project's active delivery dates.
3. Extract the specific date mentioned for this project.

Step 1: Identifying the",false,false,false,false,1899,16,3979.80
Q0105,B,bm25,27 November 2027,"The active delivery date for Project FALCON-105 is stated as ""27 November 2027"".",true,true,true,true,1817,16,1779.32
Q0106,B,full,06 August 2027,"According to the context provided, Project GENESIS-106 has an active delivery date of 06 August 2027. This information can be found in DOC_0000, which lists all projects with their respective dates of activity.",false,true,false,true,6453,50,5757.05
Q0106,B,visibility,06 August 2027,"According to the context, Project GENESIS-106 has an active delivery date of 06 August 2027.",true,true,true,true,1828,16,1901.65
Q0106,B,random,06 August 2027,"I apologize, but I don't have enough context or information from the given text to determine the specific project or document you're referring to. The provided text appears to be about various projects and their associated activities without mentioning any particular project called ""GENESIS-106"". Without more details about this project or the context",false,false,false,false,1916,16,4773.53
Q0106,B,bm25,06 August 2027,"According to the context, the active delivery date for Project GENESIS-106 is 06 August 2027.",true,true,true,true,1814,16,1976.62
Q0107,B,full,10 May 2027,"According to the information provided, Project HELIOS-107 has an active delivery date of 10 May 2027. This means that it will be ready for use by this date.",false,true,false,true,6453,50,4954.05
Q0107,B,visibility,10 May 2027,The active delivery date for Project HELIOS-107 is 10 May 2027.,true,true,true,true,1821,16,1603.64
Q0107,B,random,10 May 2027,The active delivery date for Project HELIOS-107 is 10 May 2027.,true,true,true,true,1833,16,1594.45
Q0107,B,bm25,10 May 2027,"According to the information provided in the context, the active delivery date for Project HELIOS-107 is 10 May 2027.",false,true,false,true,1820,16,1991.75
Q0108,B,full,04 April 2027,"According to the DOC_0046 entry, Project IRIS-108 has an ""Active Delivery Date"" of 04 April 2027. This indicates that it is currently being developed or implemented as of that specific date.",false,true,false,true,6453,50,5828.60
Q0108,B,visibility,04 April 2027,The active delivery date for Project IRIS-108 is 04 April 2027.,true,true,true,true,1825,16,1979.80
Q0108,B,random,04 April 2027,"To determine the active delivery date for Project IRIS-108, I'll need more specific information about this project. However, based on the context provided:

1. ""Project IRIS-108"" likely refers to an ongoing or planned project.
2. Without additional details such as start dates, end",false,false,false,false,1909,16,4471.01
Q0108,B,bm25,04 April 2027,"According to the information provided in the context, the active delivery date for Project IRIS-108 is 04 April 2027.",false,true,false,true,1823,16,2425.62
Q0109,B,full,02 August 2027,"According to the provided information, Project JUPITER-109 has an ""active delivery date"" of 02 August 2027. This means that it is currently in progress and has been assigned a specific date when it will be ready for use or completion.",false,true,false,true,6454,50,6342.03
Q0109,B,visibility,02 August 2027,The active delivery date for Project JUPITER-109 is 02 August 2027.,true,true,true,true,1840,16,1556.54
Q0109,B,random,02 August 2027,"According to the given context, the active delivery date for Project JUPITER-109 is 02 August 2027.",false,true,false,true,1847,16,2158.31
Q0109,B,bm25,02 August 2027,"According to the given context, Project JUPITER-109 has an ""active delivery date"" of 02 August 2027. This indicates that it is currently in the process of being developed or implemented.",false,true,false,true,1832,16,3497.55
Q0110,B,full,16 August 2027,"According to the information provided in the DOCs, Project KRONOS-110 has an ""Active Delivery Date"" of 16 August 2027. This means that it is currently under development and ready for implementation, but not yet completed or scheduled for completion.",false,true,false,true,6454,50,6077.98
Q0110,B,visibility,16 August 2027,"According to the given context, Project KRONOS-110 has an ""Active Delivery Date"" of 16 August 2027.",false,true,false,true,1827,16,1985.92
Q0110,B,random,16 August 2027,"I'm sorry, but there doesn't seem to be any specific information provided about a project called ""KRONOS-110"" or its active delivery date in the given context. The context only mentions the projects under various heads (e.g., HR, Marketing, etc.) without specifying which one is referred to",false,false,false,false,1907,16,3802.68
Q0110,B,bm25,16 August 2027,"According to the context, the active delivery date for Project KRONOS-110 was 16 August 2027.",true,true,true,true,1814,16,1884.71
Q0111,B,full,18 September 2027,"According to the information provided in the DOC_0048 entry, the project with ID F-0111 has an ""Active Delivery Date"" of 18 September 2027.",false,true,false,true,6454,50,4895.83
Q0111,B,visibility,18 September 2027,The active delivery date for Project LUNA-111 is 18 September 2027.,true,true,true,true,1815,16,1911.22
Q0111,B,random,18 September 2027,"I apologize, but I don't have enough context or information to determine the specific project being referred to by ""Project LUNA-111"". Without more details about this particular project, it's impossible to provide an accurate answer to your question about when the active delivery date for Project LUNA-11",false,false,false,false,1913,16,3918.33
Q0111,B,bm25,18 September 2027,"According to the information provided in the DOC_0047 entry, the active delivery date for Project LUNA-111 was 18 September 2027.",false,true,false,true,1815,16,2439.70
Q0112,B,full,15 January 2027,"According to the provided information, Project METEOR-112 has an ""active delivery date"" of 15 January 2027. This means that it currently has a specific deadline set for completion or acceptance by this date.",false,true,false,true,6454,50,5823.40
Q0112,B,visibility,15 January 2027,"According to the information provided, the active delivery date for Project METEOR-112 is 15 January 2027.",false,true,false,true,1832,16,1813.62
Q0112,B,random,15 January 2027,"I apologize, but I don't have enough context or information to determine the specific project being referred to by ""Project METEOR-112"". Without more details about this particular project, it's not possible to accurately answer when its active delivery date is. Could you please provide more details about the project or clarify",false,false,false,false,1908,16,4689.40
Q0112,B,bm25,15 January 2027,The active delivery date for Project METEOR-112 is 15 January 2027.,true,true,true,true,1821,16,1957.97
Q0113,B,full,12 October 2027,"According to the information provided, Project NEXUS-113 has an active delivery date of ""12 October 2027"". This means that the project will be completed by this date, with no further work required at that time.",false,true,false,true,6454,50,5342.63
Q0113,B,visibility,12 October 2027,The active delivery date for Project NEXUS-113 is 12 October 2027.,true,true,true,true,1837,16,1565.17
Q0113,B,random,12 October 2027,The active delivery date for Project NEXUS-113 is 12 October 2027.,true,true,true,true,1844,16,1549.50
Q0113,B,bm25,12 October 2027,The active delivery date for Project NEXUS-113 is 12 October 2027.,true,true,true,true,1812,16,1524.82
Q0114,B,full,07 March 2027,The active delivery date for Project ORION-114 is 07 March 2027.,true,true,true,true,6453,50,3591.37
Q0114,B,visibility,07 March 2027,The active delivery date for Project ORION-114 is 07 March 2027.,true,true,true,true,1819,16,1808.44
Q0114,B,random,07 March 2027,"To determine the active delivery date for Project ORION-114, I'll need to:

1. Identify which specific project this refers to from the list of projects in the given text.
2. Search through the relevant sections of the document for the active delivery date information.

After carefully reviewing the provided context, it",false,false,false,false,1906,16,4705.02
Q0114,B,bm25,07 March 2027,"According to the context, the active delivery date for Project ORION-114 is ""07 March 2027"".",true,true,true,true,1822,16,2023.14
Q0115,B,full,24 November 2027,"According to the provided context, Project PHOENIX-115 has an ""Active Delivery Date"" of 24 November 2027.",true,true,true,true,6455,50,4302.03
Q0115,B,visibility,24 November 2027,"According to the context, Project PHOENIX-115 has an ""Active Delivery Date"" of 24 November 2027.",true,true,true,true,1825,16,1911.68
Q0115,B,random,24 November 2027,"Based on the information provided in the context, there is no specific date mentioned for the active delivery date of Project PHOENIX-115. The context only states that the project has been completed or delivered. Without additional details about the project's timeline or milestones, it's not possible to determine an exact active",false,false,false,false,1911,16,3616.05
Q0115,B,bm25,24 November 2027,The active delivery date for Project PHOENIX-115 is 24 November 2027.,true,true,true,true,1822,16,1605.63
Q0116,B,full,28 April 2027,"According to the provided information, Project QUASAR-116 has an ""Active Delivery Date"" of 28 April 2027. This indicates that it is currently being developed or implemented as part of a project timeline.",false,true,false,true,6454,50,5171.96
Q0116,B,visibility,28 April 2027,"According to the context, Project QUASAR-116 has an ""active delivery date"" of 28 April 2027.",true,true,true,true,1830,16,2044.19
Q0116,B,random,28 April 2027,"Based on the given context, there is no specific information about the active delivery date for Project QUASAR-116. The context only provides general details about project timelines and responsibilities but does not include any specific dates or deadlines associated with a particular project. To determine the active delivery date for Project QUASAR-",false,false,false,false,1900,16,3808.44
Q0116,B,bm25,28 April 2027,"According to the context, the active delivery date for Project QUASAR-116 is stated as ""28 April 2027"".",false,true,false,true,1813,16,2008.18
Q0117,B,full,28 August 2027,"According to the information provided, Project RADAR-117 has an active delivery date of 28 August 2027.",false,true,false,true,6453,50,3861.10
Q0117,B,visibility,28 August 2027,The active delivery date for Project RADAR-117 is 28 August 2027.,true,true,true,true,1815,16,1439.46
Q0117,B,random,28 August 2027,"To determine the active delivery date for Project RADAR-117, I'll need more specific information about the project's timeline or status. However, in general:

1. Check the project's official documentations or schedules.
2. Look at the latest updates from the project management team.
3. Consult with relevant",false,false,false,false,1907,16,3938.78
Q0117,B,bm25,28 August 2027,"According to the information provided, the active delivery date for Project RADAR-117 is stated as ""28 August 2027"".",false,true,false,true,1815,16,2460.72
Q0118,B,full,27 November 2027,"According to the document, Project SIRIUS-118 has an ""Active Delivery Date"" of 27 November 2027. This indicates that it is currently in the process of being developed or implemented as part of a larger project schedule.",false,true,false,true,6455,50,5588.88
Q0118,B,visibility,27 November 2027,"According to the given context, the active delivery date for Project SIRIUS-118 is 27 November 2027.",true,true,true,true,1838,16,2060.60
Q0118,B,random,27 November 2027,"To answer this question, I'll need more information about the specific project being referred to in ""Project SIRIUS-118."" Without knowing which particular project this refers to or having access to that particular document, it's not possible to provide an accurate answer. If you have additional details about the project or",false,false,false,false,1909,16,3913.42
Q0118,B,bm25,27 November 2027,The active delivery date for Project SIRIUS-118 is 27 November 2027.,true,true,true,true,1820,16,1556.39
Q0119,B,full,27 March 2027,"According to the document, Project TITAN-119 has an active delivery date of ""27 March 2027"".",true,true,true,true,6454,50,3936.18
Q0119,B,visibility,27 March 2027,"According to the given context, Project TITAN-119 has an active delivery date of 27 March 2027.",false,true,false,true,1838,16,2327.45
Q0119,B,random,27 March 2027,"I apologize, but I don't have enough context or information to determine the specific project or document you're referring to called ""Project TITAN-119"". Without more details about the project or the context in which this information might be found, it's difficult to provide accurate answers. Could you please provide additional",false,false,false,false,1908,16,4157.61
Q0119,B,bm25,27 March 2027,"According to the information provided, the active delivery date for Project TITAN-119 is 27 March 2027.",false,true,false,true,1821,16,2094.67
Q0120,B,full,02 March 2027,"According to the information provided, the active delivery date for Project URANUS-120 is 02 March 2027.",false,true,false,true,6454,50,4174.73
Q0120,B,visibility,02 March 2027,"According to the context, Project URANUS-120 has an Active Delivery Date of 02 March 2027.",true,true,true,true,1820,16,1903.68
Q0120,B,random,02 March 2027,"I'm sorry, but there appears to be an error in your request. There does not seem to be any project or document named ""URANUS-120"" that I can find in the provided context. Could you please provide more information about what you're looking for or clarify which specific project or document you",false,false,false,false,1919,16,3826.01
Q0120,B,bm25,02 March 2027,"According to the given context, the active delivery date for Project URANUS-120 is 02 March 2027.",false,true,false,true,1825,16,2274.41
Q0121,B,full,20 October 2027,"According to the context, Project VEGA-121 has an ""Active Delivery Date"" of 20 October 2027.",true,true,true,true,6453,50,4053.20
Q0121,B,visibility,20 October 2027,"According to the context, Project VEGA-121 has an active delivery date of 20 October 2027.",true,true,true,true,1816,16,1958.57
Q0121,B,random,20 October 2027,"According to the provided context, Project VEGA-121 has an active delivery date of October 10, 2023.",false,false,false,false,1912,16,2308.44
Q0121,B,bm25,20 October 2027,"According to the context, Project VEGA-121 has an ""active delivery date"" of 20 October 2027. This means that it is currently in progress and has not yet been completed or released.",false,true,false,true,1805,16,3613.41
Q0122,B,full,21 October 2027,"According to the document, Project WARP-122 has an ""Active Delivery Date"" of 21 October 2027.",true,true,true,true,6453,50,7320.86
Q0122,B,visibility,21 October 2027,"According to the information provided, Project WARP-122 has an active delivery date of 21 October 2027.",false,true,false,true,1826,16,2248.30
Q0122,B,random,21 October 2027,"To answer this question, I'll need more information about the project and its timeline. However, based on typical project timelines:

Project WARP-122 typically has a start date of 1989 (the year it was initiated) and an end date that would be determined by when the final deliverable",false,false,false,false,1911,16,4234.37
Q0122,B,bm25,21 October 2027,"According to the given context, the active delivery date for Project WARP-122 is ""21 October 2027"". This information can be found in the first row of the DOC_0023 table, which lists various project details related to Project WARP-122.",false,true,false,true,1824,16,3618.83
Q0123,B,full,08 October 2027,"According to the document, Project XENON-123 is described as ""ACTIVE"" with an active delivery date of ""08 October 2027"". This indicates that the project is currently in progress but has not yet been fully completed or launched.",false,true,false,true,6454,50,5401.99
Q0123,B,visibility,08 October 2027,The active delivery date for Project XENON-123 was 08 October 2027.,true,true,true,true,1833,16,1498.55
Q0123,B,random,08 October 2027,The active delivery date for Project XENON-123 is 08 October 2027.,true,true,true,true,1843,16,1377.21
Q0123,B,bm25,08 October 2027,"According to the context, the active delivery date for Project XENON-123 was 08 October 2027.",true,true,true,true,1817,16,1997.98
Q0124,B,full,13 March 2027,"According to the document, Project ZENITH-124 has an ""Active Delivery Date"" of ""13 March 2027"". This indicates that it is currently under development but has not yet been completed or released as part of a project schedule.",false,true,false,true,6454,50,5335.66
Q0124,B,visibility,13 March 2027,"According to the context, the active delivery date for Project ZENITH-124 is 13 March 2027.",true,true,true,true,1824,16,1853.23
Q0124,B,random,13 March 2027,"To answer this question, I'll need more information about the project or document in question. However, based on typical project timelines:

Project ZENITH-124 likely refers to some ongoing or recent project with specific dates associated with it. Without knowing the exact project name, it's difficult to pinpoint an active delivery",false,false,false,false,1903,16,3549.31
Q0124,B,bm25,13 March 2027,The active delivery date for Project ZENITH-124 is 13 March 2027.,true,true,true,true,1820,16,1429.66
Q0125,B,full,17 August 2027,"According to the information provided, Project APEX-125 has an ""Active Delivery Date"" of 17 August 2027. This means that it is currently in progress as of this moment, with the possibility of completion by that date.",false,true,false,true,6454,50,5222.04
Q0125,B,visibility,17 August 2027,The active delivery date for Project APEX-125 is 17 August 2027.,true,true,true,true,1836,16,1507.29
Q0125,B,random,17 August 2027,"I apologize, but I do not have enough context or information to determine the exact date of Project APEX-125's active delivery date without additional details about that specific project. To provide an accurate answer, I would need to:

1. Identify which Project APEX-125 refers to.",false,false,false,false,1905,16,3649.67
Q0125,B,bm25,17 August 2027,"According to the information provided in the context, the active delivery date for Project APEX-125 is 17 August 2027.",false,true,false,true,1823,16,2254.21
Q0126,B,full,03 September 2027,"According to the information provided, Project BEACON-126 has an ""active delivery date"" of 03 September 2027. This means that the project is currently in progress but not yet completed or launched at this time.",false,true,false,true,6454,50,5177.61
Q0126,B,visibility,03 September 2027,The active delivery date for Project BEACON-126 is 03 September 2027.,true,true,true,true,1816,16,1509.45
Q0126,B,random,03 September 2027,"To answer this question, I'll need more specific information about Project BEACON-126 from the given context. However, based on typical project management practices:

1. Typically, projects have an initial launch date or start date.
2. The active delivery date refers to when work will be completed or finished,",false,false,false,false,1913,16,3413.71
Q0126,B,bm25,03 September 2027,"According to the information provided, the active delivery date for Project BEACON-126 is 03 September 2027.",true,true,true,true,1836,16,1757.17
Q0127,B,full,11 October 2027,"According to the provided text, Project CHRONOS-127 has an ""Active Delivery Date"" of 11 October 2027. This means that the project is currently in the process of being developed or implemented as of this particular date.",false,true,false,true,6454,50,5294.67
Q0127,B,visibility,11 October 2027,The active delivery date for Project CHRONOS-127 is 11 October 2027.,true,true,true,true,1831,16,1620.16
Q0127,B,random,11 October 2027,"According to the information provided in the text, the active delivery date for Project CHRONOS-127 is ""11 October 2027"". This indicates that the project is currently being implemented or has been completed as of this specific date.",false,true,false,true,1845,16,3200.21
Q0127,B,bm25,11 October 2027,"According to the given context, Project CHRONOS-127 has an active delivery date of 11 October 2027.",true,true,true,true,1820,16,1998.28
Q0128,B,full,11 February 2027,"According to the given context, the active delivery date for Project DAWN-128 is ""11 February 2027"". This information can be found in the first document DOC_0029, which states that ""Fact ID: F-0128"" has an active delivery date",false,true,false,true,6453,50,5924.40
Q0128,B,visibility,11 February 2027,"According to the context, Project DAWN-128 has an active delivery date of 11 February 2027.",true,true,true,true,1830,16,1680.45
Q0128,B,random,11 February 2027,"I apologize, but I don't have enough information to determine the specific active delivery date for Project DAWN-128 without additional details or context about the project timeline and milestones. The context provided does not mention any specific dates related to this particular project or its deliverables. Without more detailed information about the project's",false,false,false,false,1905,16,3797.10
Q0128,B,bm25,11 February 2027,"According to the context, the active delivery date for Project DAWN-128 is 11 February 2027.",true,true,true,true,1814,16,1983.20
Q0129,B,full,05 July 2027,The active delivery date for Project ECLIPSE-129 is 05 July 2027.,true,true,true,true,6455,50,3519.53
Q0129,B,visibility,05 July 2027,The active delivery date for Project ECLIPSE-129 is 05 July 2027.,true,true,true,true,1828,16,1543.33
Q0129,B,random,05 July 2027,"To answer this question, I'll need more specific information about what ""Project ECLIPSE-129"" refers to. Without additional context or details from the given text, it's not possible to determine the exact active delivery date for Project ECLIPSE-129. If you have any further",false,false,false,false,1901,16,3389.39
Q0129,B,bm25,05 July 2027,"According to the context, the active delivery date for Project ECLIPSE-129 was 05 July 2027.",false,true,false,true,1817,16,1828.49
Q0130,B,full,28 May 2027,"According to the document, Project FALCON-130 has an ""Active Delivery Date"" of 28 May 2027. This indicates that it is currently in progress as of that date.",false,true,false,true,6454,50,4757.37
Q0130,B,visibility,28 May 2027,"According to the context, Project FALCON-130 has an active delivery date of 28 May 2027.",false,true,false,true,1838,16,1905.33
Q0130,B,random,28 May 2027,The active delivery date for Project FALCON-130 is 28 May 2027.,true,true,true,true,1838,16,1913.67
Q0130,B,bm25,28 May 2027,The active delivery date for Project FALCON-130 is 28 May 2027.,true,true,true,true,1835,16,1839.33
Q0131,B,full,27 May 2027,"According to the document, the active delivery date for Project GENESIS-131 is ""27 May 2027"". This information appears in DOC_0023, which lists this specific project under various categories related to project status updates.",false,true,false,true,6453,50,5230.81
Q0131,B,visibility,27 May 2027,"According to the given context, Project GENESIS-131 has an active delivery date of 27 May 2027.",false,true,false,true,1824,16,1737.73
Q0131,B,random,27 May 2027,"I'm sorry, but I don't have enough information in the given context to determine the specific project or deliverable called ""Project GENESIS-131"". Without more details about the context and the project, it's impossible to provide an accurate answer regarding its active delivery date. Could you please provide additional context or",false,false,false,false,1924,16,3411.24
Q0131,B,bm25,27 May 2027,"According to the context provided, the active delivery date for Project GENESIS-131 is 27 May 2027.",false,true,false,true,1829,16,1651.08
Q0132,B,full,03 October 2027,"According to the document, Project HELIOS-132 has an active delivery date of 03 October 2027.",true,true,true,true,6453,50,3687.53
Q0132,B,visibility,03 October 2027,"According to the context, Project HELIOS-132 has an active delivery date of 03 October 2027.",true,true,true,true,1819,16,1690.05
Q0132,B,random,03 October 2027,"I apologize, but I don't have enough context or information from the given context to determine the specific project or deliverable referred to as ""Project HELIOS-132"". Without more details about this particular project or deliverable, it's not possible to provide an accurate answer regarding its active delivery date. If you",false,false,false,false,1903,16,3632.52
Q0132,B,bm25,03 October 2027,"According to the information provided, the active delivery date for Project HELIOS-132 is ""03 October 2027"". This can be found in the first sentence of the given text, which states ""Project HELIOS-132 [is] an active project with an active delivery date of",false,true,false,true,1815,16,3828.99
Q0133,B,full,10 March 2027,"According to the context provided, Project IRIS-133 has an ""Active Delivery Date"" of ""10 March 2027"". This indicates that it is currently in the process of being developed and ready for implementation.",false,true,false,true,6453,50,5076.16
Q0133,B,visibility,10 March 2027,The active delivery date for Project IRIS-133 is 10 March 2027.,true,true,true,true,1832,16,1368.07
Q0133,B,random,10 March 2027,"To determine the active delivery date for Project IRIS-133, I'll follow these steps:

1. Identify the relevant section of the given context.
2. Locate the specific information about Project IRIS-133.
3. Extract the delivery date mentioned in this context.

Step 1: Identifying",false,false,false,false,1911,16,3335.00
Q0133,B,bm25,10 March 2027,The active delivery date for Project IRIS-133 is 10 March 2027.,true,true,true,true,1829,16,1731.47
Q0134,B,full,26 March 2027,"According to the document, Project JUPITER-134 has an ""Active Delivery Date"" of 26 March 2027.",false,true,false,true,6454,50,3950.69
Q0134,B,visibility,26 March 2027,The active delivery date for Project JUPITER-134 is 26 March 2027.,true,true,true,true,1834,16,1669.81
Q0134,B,random,26 March 2027,"Based on the given information, I can see that there's no specific date mentioned for Project JUPITER-134 in this text. However, if we were to assume it was an ongoing project or something similar, the active delivery date would likely be around the time when the next phase of work began or ended",false,false,false,false,1911,16,3718.67
Q0134,B,bm25,26 March 2027,"According to the context, the active delivery date for Project JUPITER-134 is stated as ""26 March 2027"". This information appears in the last row of the table, under the column labeled ""Active delivery date:"".",false,true,false,true,1829,16,2844.33
Q0135,B,full,27 September 2027,"According to the provided context, Project KRONOS-135 has an ""Active Delivery Date"" of 27 September 2027.",true,true,true,true,6454,50,3951.22
Q0135,B,visibility,27 September 2027,The active delivery date for Project KRONOS-135 is 27 September 2027.,true,true,true,true,1828,16,1410.40
Q0135,B,random,27 September 2027,"To answer this question, I'll need to examine the information provided in the given context about the projects listed under ""Project"" section. However, since no specific project or milestone names are mentioned in this particular excerpt, it's not possible to identify the exact project or deliverable associated with Project KRONOS-13",false,false,false,false,1908,16,3934.68
Q0135,B,bm25,27 September 2027,"According to the given context, the active delivery date for Project KRONOS-135 is 27 September 2027.",true,true,true,true,1820,16,2183.65
Q0136,B,full,15 February 2027,"According to the information provided, Project LUNA-136 has an ""Active Delivery Date"" of ""15 February 2027"". This indicates that it is currently in progress but is not yet ready for completion or closure.",false,true,false,true,6454,50,5073.99
Q0136,B,visibility,15 February 2027,The active delivery date for Project LUNA-136 is 15 February 2027.,true,true,true,true,1829,16,1520.11
Q0136,B,random,15 February 2027,"According to the given context, the active delivery date for Project LUNA-136 (which appears to be a project number) is not explicitly mentioned in the text provided. The context does not provide details about the specific date or timeline for this particular project.",false,false,false,false,1913,16,2844.33
Q0136,B,bm25,15 February 2027,The active delivery date for Project LUNA-136 is 15 February 2027.,true,true,true,true,1827,16,1430.84
Q0137,B,full,18 June 2027,"According to the information provided, Project METEOR-137 has an active delivery date of 18 June 2027.",false,true,false,true,6454,50,3848.19
Q0137,B,visibility,18 June 2027,"According to the given context, the active delivery date for Project METEOR-137 is 18 June 2027.",false,true,false,true,1832,16,2006.23
Q0137,B,random,18 June 2027,"To determine the active delivery date for Project METEOR-137, I'll need to identify this specific project within the provided context. However, since no Project METEOR-137 is mentioned in the given text, I cannot provide an answer about its active delivery date without additional information from that document",false,false,false,false,1911,16,4185.73
Q0137,B,bm25,18 June 2027,The active delivery date for Project METEOR-137 is 18 June 2027.,true,true,true,true,1821,16,1636.36
Q0138,B,full,04 September 2027,The active delivery date for Project NEXUS-138 is 04 September 2027.,true,true,true,true,6454,50,3444.89
Q0138,B,visibility,04 September 2027,The active delivery date for Project NEXUS-138 is 04 September 2027.,true,true,true,true,1811,16,1418.31
Q0138,B,random,04 September 2027,"Based on the information provided in the given context, there is no specific mention of a ""Project"" or a ""NEXUS-138"". Without additional details about this project or the document in which it appears, I cannot determine an exact date for its active delivery date. If you have more context about this",false,false,false,false,1895,16,3495.19
Q0138,B,bm25,04 September 2027,"According to the context, Project NEXUS-138 has an active delivery date of 04 September 2027.",true,true,true,true,1829,16,1656.47
Q0139,B,full,26 January 2027,"According to the context, Project ORION-139 has an active delivery date of ""26 January 2027"". This means that it is currently in the process of being developed and will be ready for implementation by January 26, 2027.",false,true,false,true,6453,50,5662.48
Q0139,B,visibility,26 January 2027,"According to the context, the active delivery date for Project ORION-139 is 26 January 2027.",true,true,true,true,1828,16,2095.76
Q0139,B,random,26 January 2027,"According to the information provided, the active delivery date for Project ORION-139 is 26 January 2027.",false,true,false,true,1838,16,1930.73
Q0139,B,bm25,26 January 2027,"According to the context, Project ORION-139 has an active delivery date of 26 January 2027.",true,true,true,true,1822,16,1811.34
Q0140,B,full,14 October 2027,"According to the document, the active delivery date for Project PHOENIX-140 is 14 October 2027.",true,true,true,true,6455,50,3898.01
Q0140,B,visibility,14 October 2027,"According to the given context, Project PHOENIX-140 has an active delivery date of 14 October 2027.",true,true,true,true,1827,16,1739.29
Q0140,B,random,14 October 2027,The active delivery date for Project PHOENIX-140 is 14 October 2027.,true,true,true,true,1848,16,1476.15
Q0140,B,bm25,14 October 2027,"According to the information provided in the given context, the active delivery date for Project PHOENIX-140 is 14 October 2027.",false,true,false,true,1819,16,1934.88
Q0141,B,full,09 January 2027,"According to the provided context, the active delivery date for Project QUASAR-141 is ""09 January 2027"". This information can be found in the FACT_ID (Fact) field of the DOC_0049 entry, which indicates that this project has an active delivery date set",false,true,false,true,6454,50,5960.90
Q0141,B,visibility,09 January 2027,"According to the context, Project QUASAR-141 has an ""Active Delivery Date"" of 09 January 2027.",true,true,true,true,1825,16,1840.58
Q0141,B,random,09 January 2027,"According to the information provided in the context, the active delivery date for Project QUASAR-141 is 09 January 2027.",false,true,false,true,1839,16,1953.47
Q0141,B,bm25,09 January 2027,"The active delivery date for Project QUASAR-141 is stated as ""09 January 2027"".",true,true,true,true,1833,16,1654.03
Q0142,B,full,22 July 2027,"According to the information provided, Project RADAR-142 has an ""Active Delivery Date"" of 22 July 2027. This indicates that it is currently under development or in the process of being developed but not yet completed as part of the overall project timeline.",false,true,false,true,6453,50,5598.39
Q0142,B,visibility,22 July 2027,"According to the given context, the active delivery date for Project RADAR-142 is 22 July 2027.",false,true,false,true,1821,16,1645.02
Q0142,B,random,22 July 2027,"According to the given context, Project RADAR-142 has an active delivery date of 22 July 2027.",false,true,false,true,1860,16,1611.61
Q0142,B,bm25,22 July 2027,"According to the information provided, the active delivery date for Project RADAR-142 is 22 July 2027.",false,true,false,true,1815,16,1614.60
Q0143,B,full,12 December 2027,"According to the provided context, Project SIRIUS-143 has an active delivery date of 12 December 2027.",true,true,true,true,6455,50,3916.30
Q0143,B,visibility,12 December 2027,The active delivery date for Project SIRIUS-143 is 12 December 2027.,true,true,true,true,1837,16,1575.00
Q0143,B,random,12 December 2027,The active delivery date for Project SIRIUS-143 is 12 December 2027.,true,true,true,true,1836,16,1619.05
Q0143,B,bm25,12 December 2027,"According to the information provided, the active delivery date for Project SIRIUS-143 is 12 December 2027.",false,true,false,true,1819,16,1946.19
Q0144,B,full,02 February 2027,"According to the project details, Project TITAN-144 has an ""Active Delivery Date"" of 02 February 2027.",true,true,true,true,6454,50,4124.00
